Saint,Miracle,Feat,Other Factoids,Something Fishy,Sources
Thecla,,,,,wikipedia as interpreted by spellsoftruth
Thecla_of_Kitzingen,,,,,wikipedia as interpreted by spellsoftruth
Theobald_of_Marly,,,,,wikipedia as interpreted by spellsoftruth
Theobald_of_Provins,,,,,wikipedia as interpreted by spellsoftruth
Theodard,,,,,wikipedia as interpreted by spellsoftruth
Theodard_of_Maastricht,,,,,wikipedia as interpreted by spellsoftruth
Theodgar_of_Vestervig,,,,,wikipedia as interpreted by spellsoftruth
Theodora_(Roman_martyr),,,,,wikipedia as interpreted by spellsoftruth
Theodora_and_Didymus,,,,,wikipedia as interpreted by spellsoftruth
Theodora_of_Alexandria,,,,,wikipedia as interpreted by spellsoftruth
Theodora_of_Arta,,,,,wikipedia as interpreted by spellsoftruth
"Theodore,_Philippa,_and_Companions",,,,,wikipedia as interpreted by spellsoftruth
Theodore_Romzha,,,,,wikipedia as interpreted by spellsoftruth
Theodore_Stratelates,,,,,wikipedia as interpreted by spellsoftruth
Theodore_and_Pausilippus,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_Amasea,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_Egypt,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_Pavia,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_Sykeon,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_Tarsus,,,,,wikipedia as interpreted by spellsoftruth
Theodore_of_the_Jordan,,,,,wikipedia as interpreted by spellsoftruth
Theodore_the_Black,,,,,wikipedia as interpreted by spellsoftruth
Theodore_the_Studite,,,,,wikipedia as interpreted by spellsoftruth
Theodore_the_Varangian_and_his_son_John,,,,,wikipedia as interpreted by spellsoftruth
Theodoret_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Theodoric,,,,,wikipedia as interpreted by spellsoftruth
Theodorus_and_Theophanes,,,,,wikipedia as interpreted by spellsoftruth
Theodorus_of_Tabennese,,,,,wikipedia as interpreted by spellsoftruth
Theodosia_of_Constantinople,,,,,wikipedia as interpreted by spellsoftruth
Theodosia_of_Tyre,,,,,wikipedia as interpreted by spellsoftruth
Theodosius_of_Kiev,,,,,wikipedia as interpreted by spellsoftruth
Theodosius_of_Manyava,,,,,wikipedia as interpreted by spellsoftruth
Theodosius_of_Tarnovo,,,,,wikipedia as interpreted by spellsoftruth
Theodosius_the_Cenobiarch,,,,,wikipedia as interpreted by spellsoftruth
Theodota,,,,,wikipedia as interpreted by spellsoftruth
Theodotus_of_Ancyra_(bishop),,,,,wikipedia as interpreted by spellsoftruth
Theodotus_of_Ancyra_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Theodotus_of_Laodicea,,,,,wikipedia as interpreted by spellsoftruth
Theodulphus,,,,,wikipedia as interpreted by spellsoftruth
Theofrid,,,,,wikipedia as interpreted by spellsoftruth
Theognostus_of_Kiev,,,,,wikipedia as interpreted by spellsoftruth
Theoktiste_of_Lesbos,,,,,wikipedia as interpreted by spellsoftruth
Theonas,,,,,wikipedia as interpreted by spellsoftruth
Theonestus,,,,,wikipedia as interpreted by spellsoftruth
Theonestus_of_Vercelli,,,,,wikipedia as interpreted by spellsoftruth
Theonistus,,,,,wikipedia as interpreted by spellsoftruth
Theopemptus_of_Nicomedia,,,,,wikipedia as interpreted by spellsoftruth
Theophan_the_Recluse,,,,,wikipedia as interpreted by spellsoftruth
Theophane_Venard,,,,,wikipedia as interpreted by spellsoftruth
Theophanes_the_Branded,,,,,wikipedia as interpreted by spellsoftruth
Theophanes_the_Chronicler,,,,,wikipedia as interpreted by spellsoftruth
Theophanes_the_Confessor,,,,,wikipedia as interpreted by spellsoftruth
Theophano_Martinakia,,,,,wikipedia as interpreted by spellsoftruth
"Theophilus,_bishop_of_Caesarea",,,,,wikipedia as interpreted by spellsoftruth
Theophilus_of_Antioch,,,,,wikipedia as interpreted by spellsoftruth
Theophilus_of_Corte,,,,,wikipedia as interpreted by spellsoftruth
Theophylact_of_Nicomedia,,,,,wikipedia as interpreted by spellsoftruth
Theosebia,,,,,wikipedia as interpreted by spellsoftruth
Theotimos,,,,,wikipedia as interpreted by spellsoftruth
Theotimus,,,,,wikipedia as interpreted by spellsoftruth
Theotonius,,,,,wikipedia as interpreted by spellsoftruth
Theotonius_of_Coimbra,,,,,wikipedia as interpreted by spellsoftruth
Therapont_of_Belozersk,,,,,wikipedia as interpreted by spellsoftruth
Therapont_of_White_Lake,,,,,wikipedia as interpreted by spellsoftruth
"Theresa_of_Portugal,_Queen_of_Le%C3%B3n",,,,,wikipedia as interpreted by spellsoftruth
Therese_de_Lisieux,,,,,wikipedia as interpreted by spellsoftruth
Therinus,,,,,wikipedia as interpreted by spellsoftruth
Thespesius_of_Cappadocia,,,,,wikipedia as interpreted by spellsoftruth
Thethmar,,,,,wikipedia as interpreted by spellsoftruth
Thevarparampil_Kunjachan,,,,,wikipedia as interpreted by spellsoftruth
Thibaut,,,,,wikipedia as interpreted by spellsoftruth
Thiemo,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Abel,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Alfield,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Aquinas,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Atkinson_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Becket,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Bosgrave,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Cottam,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Cranmer,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Felton_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Ford_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Gallaudet_(Episcopal_priest),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Garnet,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Hemerford,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Holland_(Blessed),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Johnson_(monk),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Kozaki,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Maxfield,,,,,wikipedia as interpreted by spellsoftruth
Thomas_More,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Palasor,,,,,wikipedia as interpreted by spellsoftruth
"Thomas_Percy,_7th_Earl_of_Northumberland",,,,,wikipedia as interpreted by spellsoftruth
Thomas_Pickering_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Plumtree,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Pormort,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Sherwood_(martyr),,,,,wikipedia as interpreted by spellsoftruth
Thomas_Son_Chasuhn,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Thwing,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Toan,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Traherne,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Tunstal,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Welbourne,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Whitbread,,,,,wikipedia as interpreted by spellsoftruth
Thomas_Woodhouse,,,,,wikipedia as interpreted by spellsoftruth
Thomas_a_Kempis,,,,,wikipedia as interpreted by spellsoftruth
Thomas_de_Cantilupe,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Cori,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Dover,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Hereford,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Tolentino,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Villanova,,,,,wikipedia as interpreted by spellsoftruth
Thomas_of_Zum%C3%A1rraga,,,,,wikipedia as interpreted by spellsoftruth
Thomas_the_Apostle,,,,,wikipedia as interpreted by spellsoftruth
Thorfinn_of_Hamar,,,,,wikipedia as interpreted by spellsoftruth
Thraseas,,,,,wikipedia as interpreted by spellsoftruth
Three_Hundred_Laz_Martyrs,,,,,wikipedia as interpreted by spellsoftruth
"Thyrsus,_Leucius,_and_Callinicus",,,,,wikipedia as interpreted by spellsoftruth
Tiburtius_and_Susanna,,,,,wikipedia as interpreted by spellsoftruth
Tigernach_of_Clones,,,,,wikipedia as interpreted by spellsoftruth
Tikhon_of_Kaluga,,,,,wikipedia as interpreted by spellsoftruth
Tikhon_of_Moscow,,,,,wikipedia as interpreted by spellsoftruth
Tikhon_of_Zadonsk,,,,,wikipedia as interpreted by spellsoftruth
Tilbert,,,,,wikipedia as interpreted by spellsoftruth
Timolaus_and_Companions,,,,,wikipedia as interpreted by spellsoftruth
Tiridates_III_of_Armenia,,,,,wikipedia as interpreted by spellsoftruth
Titian,,,,,wikipedia as interpreted by spellsoftruth
Titian_of_Brescia,,,,,wikipedia as interpreted by spellsoftruth
Titian_of_Oderzo,,,,,wikipedia as interpreted by spellsoftruth
Titus_(Biblical),,,,,wikipedia as interpreted by spellsoftruth
Titus_Brandsma,,,,,wikipedia as interpreted by spellsoftruth
Titus_Flavius_Clemens_(consul),,,,,wikipedia as interpreted by spellsoftruth
Tola_of_Clonard,,,,,wikipedia as interpreted by spellsoftruth
Tomasa_Ortiz_Real,,,,,wikipedia as interpreted by spellsoftruth
Tommaso_Bellacci,,,,,wikipedia as interpreted by spellsoftruth
Tommaso_Maria_Fusco,,,,,wikipedia as interpreted by spellsoftruth
Tommaso_Reggio,,,,,wikipedia as interpreted by spellsoftruth
Tommaso_Riccardi,,,,,wikipedia as interpreted by spellsoftruth
Tommaso_da_Cori,,,,,wikipedia as interpreted by spellsoftruth
Toribio_Romo_Gonz%C3%A1lez,,,,,wikipedia as interpreted by spellsoftruth
Tornike_Eristavi,,,,,wikipedia as interpreted by spellsoftruth
Torpes_of_Pisa,,,,,wikipedia as interpreted by spellsoftruth
Torquatus_of_Acci,,,,,wikipedia as interpreted by spellsoftruth
Trappists,,,,,wikipedia as interpreted by spellsoftruth
Trasilla_and_Emiliana,,,,,wikipedia as interpreted by spellsoftruth
Triantafyllos,,,,,wikipedia as interpreted by spellsoftruth
Triphyllius,,,,,wikipedia as interpreted by spellsoftruth
Trofimena,,,,,wikipedia as interpreted by spellsoftruth
Trojanus_of_Saintes,,,,,wikipedia as interpreted by spellsoftruth
Trophimus_of_Arles,,,,,wikipedia as interpreted by spellsoftruth
Trudo,,,,,wikipedia as interpreted by spellsoftruth
Trudpert,,,,,wikipedia as interpreted by spellsoftruth
Trumwin,,,,,wikipedia as interpreted by spellsoftruth
"Tryphon,_Respicius,_and_Nympha",,,,,wikipedia as interpreted by spellsoftruth
Tryphon_of_Campsada,,,,,wikipedia as interpreted by spellsoftruth
Tryphon_of_Pechenga,,,,,wikipedia as interpreted by spellsoftruth
Tsotne_Dadiani,,,,,wikipedia as interpreted by spellsoftruth
Tuda,,,,,wikipedia as interpreted by spellsoftruth
Tudwal,,,,,wikipedia as interpreted by spellsoftruth
Tudy_of_Landevennec,,,,,wikipedia as interpreted by spellsoftruth
Tumon,,,,,wikipedia as interpreted by spellsoftruth
Tuotilo,,,,,wikipedia as interpreted by spellsoftruth
Turiaf,,,,,wikipedia as interpreted by spellsoftruth
Turibius_Alfonso_of_Mogrovejo,,,,,wikipedia as interpreted by spellsoftruth
Turibius_of_Astorga,,,,,wikipedia as interpreted by spellsoftruth
Turibius_of_Li%C3%A9bana,,,,,wikipedia as interpreted by spellsoftruth
Turibius_of_Mogrovejo,,,,,wikipedia as interpreted by spellsoftruth
Turketil,,,,,wikipedia as interpreted by spellsoftruth
Tutilo,,,,,wikipedia as interpreted by spellsoftruth
Tychicus,,,,,wikipedia as interpreted by spellsoftruth
Tychicus_of_Chalcedon,,,,,wikipedia as interpreted by spellsoftruth
Tydfil,,,,,wikipedia as interpreted by spellsoftruth
Tyfanog,,,,,wikipedia as interpreted by spellsoftruth
Typasius,,,,,wikipedia as interpreted by spellsoftruth
Ubald,,,,,wikipedia as interpreted by spellsoftruth
Uganda_Martyrs,,,,,wikipedia as interpreted by spellsoftruth
Ugo_Canefri,,,,,wikipedia as interpreted by spellsoftruth
Ulphia,,,,,wikipedia as interpreted by spellsoftruth
Ulrich_of_Augsburg,,,,,wikipedia as interpreted by spellsoftruth
Ulrich_of_Zell,,,,,wikipedia as interpreted by spellsoftruth
Ultan_of_Ardbraccan,,,,,wikipedia as interpreted by spellsoftruth
Uncondemning_Monk,,,,,wikipedia as interpreted by spellsoftruth
Unni_(archbishop),,,,,wikipedia as interpreted by spellsoftruth
Urban_of_Langres,,,,,wikipedia as interpreted by spellsoftruth
Urban_of_Macedonia,,,,,wikipedia as interpreted by spellsoftruth
Urciscenus,,,,,wikipedia as interpreted by spellsoftruth
Urpasian,,,,,wikipedia as interpreted by spellsoftruth
Urpasianus,,,,,wikipedia as interpreted by spellsoftruth
Ursicinus_(Bishop_of_Ravenna),,,,,wikipedia as interpreted by spellsoftruth
Ursicinus_of_Brescia,,,,,wikipedia as interpreted by spellsoftruth
Ursicinus_of_Ravenna,,,,,wikipedia as interpreted by spellsoftruth
Ursicinus_of_Saint-Ursanne,,,,,wikipedia as interpreted by spellsoftruth
Ursinus_of_Bourges,,,,,wikipedia as interpreted by spellsoftruth
Ursmar,,,,,wikipedia as interpreted by spellsoftruth
Ursula_Led%C3%B3chowska,,,,,wikipedia as interpreted by spellsoftruth
Ursulines_of_Valenciennes,,,,,wikipedia as interpreted by spellsoftruth
Ursus_of_Auxerre,,,,,wikipedia as interpreted by spellsoftruth
Ursus_of_Solothurn,,,,,wikipedia as interpreted by spellsoftruth
Valdinievole,,,,,wikipedia as interpreted by spellsoftruth
Valentine_of_Passau,,,,,wikipedia as interpreted by spellsoftruth
Valentinus_Paquay,,,,,wikipedia as interpreted by spellsoftruth
Valeria_of_Milan,,,,,wikipedia as interpreted by spellsoftruth
Valerian_of_Abbenza,,,,,wikipedia as interpreted by spellsoftruth
Valerie_of_Limoges,,,,,wikipedia as interpreted by spellsoftruth
Valerius_and_Rufinus,,,,,wikipedia as interpreted by spellsoftruth
Valerius_of_Saragossa,,,,,wikipedia as interpreted by spellsoftruth
Valerius_of_Tr%C3%A8ves,,,,,wikipedia as interpreted by spellsoftruth
Vardan_Mamikonian,,,,,wikipedia as interpreted by spellsoftruth
Varnava_Nasti%C4%87,,,,,wikipedia as interpreted by spellsoftruth
Vasil_Hopko,,,,,wikipedia as interpreted by spellsoftruth
"Vasilissa,_Martyr",,,,,wikipedia as interpreted by spellsoftruth
Vasyl_Velychkovsky,,,,,wikipedia as interpreted by spellsoftruth
Vedanayagam_Samuel_Azariah,,,,,wikipedia as interpreted by spellsoftruth
Vedast,,,,,wikipedia as interpreted by spellsoftruth
Venantius_Fortunatus,,,,,wikipedia as interpreted by spellsoftruth
Venantius_of_Camerino,,,,,wikipedia as interpreted by spellsoftruth
Venatius_of_Camerino,,,,,wikipedia as interpreted by spellsoftruth
Venerius_(bishop_of_Milan),,,,,wikipedia as interpreted by spellsoftruth
Venerius_of_Milan,,,,,wikipedia as interpreted by spellsoftruth
Venerius_the_Hermit,,,,,wikipedia as interpreted by spellsoftruth
Venturino_of_Bergamo,,,,,wikipedia as interpreted by spellsoftruth
Veranus_of_Cavaillon,,,,,wikipedia as interpreted by spellsoftruth
Veranus_of_Vence,,,,,wikipedia as interpreted by spellsoftruth
Verdiana,,,,,wikipedia as interpreted by spellsoftruth
Verecundus,,,,,wikipedia as interpreted by spellsoftruth
Veremundus,,,,,wikipedia as interpreted by spellsoftruth
Vergilius_of_Salzburg,,,,,wikipedia as interpreted by spellsoftruth
Veronica_Giuliani,,,,,wikipedia as interpreted by spellsoftruth
Veronica_of_Binasco,,,,,wikipedia as interpreted by spellsoftruth
Veronica_of_Milan,,,,,wikipedia as interpreted by spellsoftruth
Viator_of_Bergamo,,,,,wikipedia as interpreted by spellsoftruth
Viator_of_Lyons,,,,,wikipedia as interpreted by spellsoftruth
Vibiana,,,,,wikipedia as interpreted by spellsoftruth
Vicelinus,,,,,wikipedia as interpreted by spellsoftruth
Vicenta_Ch%C3%A1vez_Orozco,,,,,wikipedia as interpreted by spellsoftruth
Vicenta_Mar%C3%ADa_L%C3%B3pez_i_Vicu%C3%B1a,,,,,wikipedia as interpreted by spellsoftruth
Vicente_Vilar_David,,,,,wikipedia as interpreted by spellsoftruth
Victor_Maurus,,,,,wikipedia as interpreted by spellsoftruth
Victor_Scheppers,,,,,wikipedia as interpreted by spellsoftruth
Victor_and_Companions,,,,,wikipedia as interpreted by spellsoftruth
Victor_and_Corona,,,,,wikipedia as interpreted by spellsoftruth
Victor_and_Ursus,,,,,wikipedia as interpreted by spellsoftruth
Victor_of_Capua,,,,,wikipedia as interpreted by spellsoftruth
Victor_of_Damascus,,,,,wikipedia as interpreted by spellsoftruth
Victor_of_Marseilles,,,,,wikipedia as interpreted by spellsoftruth
Victor_of_Turin,,,,,wikipedia as interpreted by spellsoftruth
Victor_of_Vita,,,,,wikipedia as interpreted by spellsoftruth
"Victoria,_Anatolia,_and_Audax",,,,,wikipedia as interpreted by spellsoftruth
Victoria_Diez_y_Bustos_de_Molina,,,,,wikipedia as interpreted by spellsoftruth
Victoria_and_Anatolia,,,,,wikipedia as interpreted by spellsoftruth
Victoria_of_Albitina,,,,,wikipedia as interpreted by spellsoftruth
Victoria_of_Tivoli,,,,,wikipedia as interpreted by spellsoftruth
"Victorian,_Frumentius_and_Companions",,,,,wikipedia as interpreted by spellsoftruth
Victorian_of_Asan,,,,,wikipedia as interpreted by spellsoftruth
"Victoricus,_Fuscian,_and_Gentian",,,,,wikipedia as interpreted by spellsoftruth
Victorinus,,,,,wikipedia as interpreted by spellsoftruth
Victorinus_of_Pettau,,,,,wikipedia as interpreted by spellsoftruth
Victricius,,,,,wikipedia as interpreted by spellsoftruth
Vietnamese_Martyrs,,,,,wikipedia as interpreted by spellsoftruth
Vigilius_of_Trent,,,,,wikipedia as interpreted by spellsoftruth
Viktor_of_Xanten,,,,,wikipedia as interpreted by spellsoftruth
Villanus,,,,,wikipedia as interpreted by spellsoftruth
Villicus,,,,,wikipedia as interpreted by spellsoftruth
"Vincent,_Orontius,_and_Victor",,,,,wikipedia as interpreted by spellsoftruth
Vincent_Duong,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Ferrer,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Kadlubek,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Liem,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Madelgarius,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Pallotti,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Romano,,,,,wikipedia as interpreted by spellsoftruth
Vincent_Strambi,,,,,wikipedia as interpreted by spellsoftruth
Vincent_da_Cunha,,,,,wikipedia as interpreted by spellsoftruth
Vincent_de_Paul,,,,,wikipedia as interpreted by spellsoftruth
Vincent_of_Digne,,,,,wikipedia as interpreted by spellsoftruth
Vincent_of_L%C3%A9rins,,,,,wikipedia as interpreted by spellsoftruth
Vincent_of_Saragossa,,,,,wikipedia as interpreted by spellsoftruth
Vincentia_Gerose,,,,,wikipedia as interpreted by spellsoftruth
Vincentia_Maria_Lopez_y_Vicu%C3%B1a,,,,,wikipedia as interpreted by spellsoftruth
Vincenza_Gerosa,,,,,wikipedia as interpreted by spellsoftruth
Vincenzo_Grossi,,,,,wikipedia as interpreted by spellsoftruth
Vindemialis,,,,,wikipedia as interpreted by spellsoftruth
Vindician,,,,,wikipedia as interpreted by spellsoftruth
Virgilius_of_Arles,,,,,wikipedia as interpreted by spellsoftruth
Virgin_Mary,,,,,wikipedia as interpreted by spellsoftruth
Virginia_Centurione_Bracelli,,,,,wikipedia as interpreted by spellsoftruth
Visitandine,,,,,wikipedia as interpreted by spellsoftruth
Vitalian,,,,,wikipedia as interpreted by spellsoftruth
Vitalian_of_Capua,,,,,wikipedia as interpreted by spellsoftruth
Vitalis_of_Assisi,,,,,wikipedia as interpreted by spellsoftruth
